Country,Year,GghExclLandForestry,GhgInclLandForestry,COExclLandForestry,GhgEmissionCH4,GhgEmissionN2O,GhgEmissionFgas,GhgEmissionEnergy,GhgEmissionIndustrial,GhgEmissionAgri,GhgEmissionWaste,CO2EmissionLUCF,CO2EmissionBunkerFuels,CO2EmissionElectricity,CO2EmissionManufacturing,CO2EmissionTransportation,GghEmissionFuel,GhgEmissionFugitive,Population,GDPUSDMillion2005,GDPUSDMillion2005,Energy,Temperature
Jordan,2006,24.57,24.57,20.40,3.20,0.64,0.33,18.65,2.31,0.50,3.11,0.00,1.05,7.65,3.02,4.71,3.17,0.11,5536000,54351.4361,13604.62139,6853.005,0.752
Jordan,2007,25.69,25.69,21.29,3.34,0.66,0.38,19.48,2.45,0.52,3.24,0.00,1.02,8.31,2.98,5.04,3.03,0.12,5661000,58795.05642,14716.89692,7209.461,0.516
Jordan,2008,25.32,25.32,20.71,3.49,0.69,0.44,18.83,2.57,0.54,3.38,0.00,1.01,8.94,2.63,4.58,2.55,0.13,5786000,63047.35519,15781.28305,7068.537,0.732
Jordan,2009,26.05,26.05,21.21,3.63,0.72,0.49,19.61,2.39,0.56,3.51,0.00,1.10,9.01,2.68,5.10,2.67,0.14,5915000,66504.52245,16646.64108,7457.751,0.549
Jordan,2010,25.82,25.82,20.76,3.77,0.74,0.54,19.06,2.54,0.58,3.64,0.00,1.13,9.09,2.32,5.16,2.33,0.16,6046000,68038.81887,17030.68837,7105.128,2.625
Jordan,2011,24.97,24.97,19.80,3.80,0.76,0.61,20.08,0.00,0.59,3.67,0.00,1.02,10.00,2.09,5.27,2.56,0.16,6181000,69796.92936,17470.75821,7064.284,0.506
Kenya,1990,34.44,43.27,6.26,17.60,10.57,0.01,10.57,0.76,22.63,0.48,8.83,1.38,0.44,1.42,2.66,6.03,0.02,23446439,46179.45795,13020.42191,10675.095,-0.05
Kenya,1991,34.00,42.83,6.04,17.49,10.46,0.01,10.45,0.72,22.33,0.49,8.83,1.19,0.42,1.44,2.73,5.84,0.02,24237056,46843.6787,13207.70073,10869.019,0.258
Kenya,1992,33.86,42.67,6.12,17.37,10.35,0.01,10.55,0.76,22.04,0.51,8.82,1.40,0.47,1.53,2.53,6.00,0.02,25036941,46469.16632,13102.10596,11146.269,0.406
Kenya,1993,33.55,42.35,6.04,17.26,10.24,0.01,10.57,0.72,21.74,0.52,8.80,1.59,0.49,1.63,2.36,6.07,0.02,25839132,46633.29414,13148.38224,11414.594,0.048
Kenya,1994,33.30,42.09,6.01,17.14,10.13,0.01,10.58,0.73,21.45,0.54,8.79,1.92,0.56,1.64,2.34,6.02,0.02,26634659,47861.04829,13494.55081,11559.781,0.488
Kenya,1995,33.62,42.40,6.55,17.03,10.02,0.01,11.12,0.79,21.15,0.56,8.78,1.54,0.52,1.70,2.61,6.27,0.02,27418077,49969.90971,14089.14994,12104.962,0.356
Kenya,1996,34.17,42.91,7.16,17.01,9.98,0.02,11.69,0.92,20.99,0.57,8.74,1.57,0.60,1.91,2.74,6.42,0.02,28186224,52042.08154,14673.40434,12538.006,0.366
Kenya,1997,33.75,42.57,6.80,16.98,9.94,0.03,11.56,0.78,20.83,0.58,8.82,1.54,0.63,1.69,2.71,6.51,0.02,28943647,52289.23039,14743.08862,12696.958,0.415
Kenya,1998,34.22,42.94,7.32,16.96,9.90,0.03,12.19,0.74,20.68,0.59,8.72,1.55,1.13,1.51,2.75,6.78,0.02,29702246,54009.65782,15228.16774,13189.506,0.25
Kenya,1999,34.50,43.21,7.66,16.94,9.86,0.04,12.62,0.76,20.52,0.60,8.71,1.64,1.44,1.39,2.70,7.07,0.02,30478597,55254.79032,15579.23618,13502.773,0.24
Kenya,2000,35.16,43.81,8.38,16.91,9.82,0.05,13.57,0.62,20.36,0.62,8.65,1.57,2.20,1.53,2.73,7.09,0.02,31285050,55586.15075,15672.66415,14055.299,0.521
Kenya,2001,35.35,46.01,7.78,17.34,10.18,0.06,12.96,0.72,21.05,0.63,10.66,1.68,1.60,1.70,2.70,6.94,0.02,32126351,57687.25527,16265.0762,14258.528,0.602
Kenya,2002,35.97,46.61,7.59,17.77,10.53,0.08,12.76,0.81,21.74,0.65,10.65,1.63,1.14,1.88,2.81,6.91,0.02,33000524,58002.72352,16354.02331,14453.555,0.734
Kenya,2003,35.87,46.53,6.69,18.20,10.89,0.09,11.85,0.92,22.43,0.67,10.66,1.63,0.94,1.65,2.53,6.71,0.02,33905011,59703.63921,16833.60105,14769.104,0.879
Kenya,2004,37.63,48.26,7.65,18.63,11.24,0.11,12.83,1.00,23.12,0.69,10.63,1.66,1.45,1.64,2.80,6.92,0.02,34834606,62751.09193,17692.83851,15551.587,0.648
Kenya,2005,39.39,49.99,8.62,19.06,11.60,0.12,13.70,1.18,23.82,0.70,10.60,1.76,1.72,1.90,2.93,7.14,0.02,35785718,66457.58939,18737.8954,16151.068,0.762
Kenya,2006,41.14,50.97,9.69,19.49,11.82,0.14,14.89,1.22,24.32,0.72,9.83,1.87,1.93,2.44,3.29,7.20,0.02,36757498,70664.77535,19924.12275,16896.43,0.89
Kenya,2007,41.91,51.46,9.79,19.92,12.04,0.15,14.93,1.42,24.83,0.74,9.55,2.02,1.92,2.26,3.35,7.37,0.03,37752304,75606.56459,21317.47347,17229.685,0.634
Kenya,2008,43.14,53.02,10.35,20.36,12.27,0.17,15.47,1.58,25.33,0.76,9.87,1.76,2.41,2.20,3.43,7.40,0.03,38773277,76761.03813,21642.98038,17805.569,0.824
Kenya,2009,45.85,55.56,12.39,20.79,12.49,0.18,17.40,1.84,25.84,0.78,9.71,1.82,2.96,2.36,4.26,7.79,0.03,39824734,78860.67221,22234.97783,18896.663,1.293
Kenya,2010,47.47,56.86,13.34,21.22,12.72,0.20,18.27,2.05,26.34,0.81,9.39,1.75,2.29,2.93,5.09,7.93,0.04,40909194,83406.85363,23516.78587,19719.226,1.106
Kenya,2011,46.26,55.65,11.64,21.52,12.89,0.21,18.52,0.00,26.71,0.82,9.39,2.20,2.56,3.34,4.71,7.87,0.04,42027891,87056.68218,24545.86481,20178.939,1.137
Kiribati,1990,0.03,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71040,103.2349027,67.59725489,7.112655,0.222
Kiribati,1991,0.03,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72343,98.77756871,64.67863403,NA,0.251
Kiribati,1992,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73434,101.9216438,66.73734516,NA,0.144
Kiribati,1993,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74395,105.4642636,69.05701968,NA,-0.192
Kiribati,1994,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75346,110.6277651,72.43803246,NA,0.096
Kiribati,1995,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76378,109.5543976,71.73520142,NA,0.404
Kiribati,1996,0.05,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77511,116.2551957,76.12282177,NA,0.291
Kiribati,1997,0.04,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78725,122.731337,80.36333888,NA,0.087
Kiribati,1998,0.05,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80018,136.2090584,89.18842558,NA,0.498
Kiribati,1999,0.04,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81377,136.4127934,89.32182941,NA,-0.142
Kiribati,2000,0.05,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82788,149.3809294,97.81324433,NA,0.125
Kiribati,2001,0.04,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84261,150.4314656,98.50112567,NA,0.406
Kiribati,2002,0.06,0.06,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85799,151.3003712,99.07007697,NA,0.508
Kiribati,2003,0.06,0.06,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87371,157.3981359,103.0628367,NA,0.591
Kiribati,2004,0.06,0.06,0.04,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88936,162.3916286,106.3325293,8,NA
Kiribati,2005,0.08,0.08,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90468,162.1088745,106.1473845,8,NA
Kiribati,2006,0.09,0.08,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,91953,154.8012086,101.3623928,10,0.571
Kiribati,2007,0.07,0.07,0.05,0.02,0.00,0.00,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,93401,166.4366568,108.9811761,11,0.547
Kiribati,2008,0.07,0.07,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,94832,171.0207337,111.9827871,NA,0.25
Kiribati,2009,0.06,0.06,0.04,0.02,0.00,0.00,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,96272,169.8834419,111.238099,NA,0.603
Kiribati,2010,0.08,0.08,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,97743,169.0335056,110.6815686,NA,0.312
Kiribati,2011,0.08,0.07,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99250,173.6650237,113.7142436,NA,0.328
Kuwait,1990,79.30,79.27,30.46,48.62,0.18,0.04,78.02,0.49,0.22,0.57,-0.03,1.06,20.66,5.09,2.81,0.16,49.30,2059774,NA,NA,9110.159,0.396
Kuwait,1991,91.98,91.95,36.19,55.56,0.18,0.05,91.09,0.10,0.22,0.57,-0.03,0.43,4.78,1.23,1.88,0.05,83.15,1999651,NA,NA,2691.602,0.535
Kuwait,1992,87.39,87.37,24.65,62.50,0.18,0.06,86.29,0.32,0.22,0.56,-0.03,2.20,11.96,6.77,4.49,0.26,62.81,NA,92095.9444,32521.19644,8882.156,-0.523
Kuwait,1993,101.01,100.98,31.32,69.45,0.18,0.07,99.90,0.32,0.22,0.56,-0.03,2.04,16.08,9.08,4.73,0.26,69.75,NA,123399.7868,43575.30326,12365.693,-0.095
Kuwait,1994,113.45,113.42,36.81,76.39,0.18,0.08,112.09,0.57,0.22,0.55,-0.03,2.72,21.13,8.99,4.99,0.28,76.70,NA,133809.9972,47251.38803,14502.075,0.993
Kuwait,1995,121.58,121.55,37.99,83.33,0.18,0.08,119.76,1.06,0.23,0.55,-0.03,2.94,20.69,9.83,5.29,0.31,83.64,1586123,140310.8763,49546.99798,14872.399,0.217
Kuwait,1996,121.36,121.33,37.12,83.90,0.19,0.15,119.39,1.14,0.25,0.56,-0.03,2.91,21.00,8.50,5.39,0.31,84.19,1585244,141159.9352,49846.82021,14630.608,0.929
Kuwait,1997,123.05,123.02,38.17,84.48,0.20,0.21,121.00,1.20,0.27,0.58,-0.03,3.28,22.28,8.00,5.64,0.32,84.76,1635999,144651.2793,51079.69412,14780.172,0.528
Kuwait,1998,129.22,129.19,43.68,85.05,0.22,0.27,127.39,0.94,0.29,0.60,-0.03,3.35,26.15,9.85,5.78,0.32,85.29,1722208,149948.4889,52950.26067,16874.333,1.346
Kuwait,1999,134.39,134.36,48.20,85.63,0.23,0.33,132.42,1.04,0.31,0.61,-0.03,3.20,30.88,9.42,5.95,0.33,85.84,1818405,147265.8966,52002.97562,18106.851,2.064
Kuwait,2000,137.46,137.42,50.62,86.20,0.24,0.39,135.52,0.98,0.33,0.63,-0.03,2.58,32.21,10.63,5.96,0.33,86.39,1906231,154179.415,54444.298,18805.435,1.28
Kuwait,2001,145.14,145.11,54.45,89.93,0.25,0.52,143.17,0.97,0.35,0.65,-0.03,2.47,36.44,10.32,6.07,0.34,90.00,1980604,155303.4237,54841.21134,20067.344,1.27
Kuwait,2002,151.97,151.94,57.41,93.66,0.26,0.64,149.51,1.43,0.36,0.67,-0.03,3.05,38.49,10.06,6.45,0.35,94.16,2048232,159962.5264,56486.44768,20639.242,1.604
Kuwait,2003,160.19,160.16,61.77,97.38,0.27,0.77,157.43,1.69,0.37,0.69,-0.03,4.45,37.36,14.11,7.01,0.36,98.59,2116353,187668.036,66269.90042,22001.125,1.564
Kuwait,2004,167.55,167.52,65.27,101.11,0.28,0.89,164.26,2.20,0.39,0.71,-0.03,4.19,40.16,14.16,7.46,0.37,102.11,2196466,207865.2346,73401.99583,23469.206,1.519
Kuwait,2005,179.11,179.08,72.97,104.84,0.29,1.02,175.90,2.09,0.40,0.73,-0.03,3.97,44.42,17.21,8.08,0.43,105.76,2296314,228809.6344,80797.94521,26398.761,0.724
Kuwait,2006,179.03,179.02,72.31,105.27,0.29,1.15,175.61,2.25,0.41,0.76,-0.00,4.27,46.78,13.25,9.16,0.43,105.99,2417445,246016.6888,86874.151930000007,25780.21,1.911
Kuwait,2007,178.96,178.95,71.67,105.69,0.30,1.29,175.35,2.39,0.42,0.78,-0.00,4.92,48.24,11.95,9.47,0.46,105.23,2554920,260757.1756,92079.35689,26388.952,1.085
Kuwait,2008,183.93,183.93,76.07,106.12,0.31,1.43,179.95,2.73,0.43,0.81,-0.00,5.28,51.01,12.46,10.43,0.51,105.54,2702221,267223.5465,94362.78119,28842.898,1.434
Kuwait,2009,189.59,189.58,81.15,106.55,0.32,1.57,185.75,2.57,0.44,0.84,-0.00,3.61,56.08,11.62,11.61,0.50,105.94,2850102,248314.5336,87685.57378,30814.523,1.323
Kuwait,2010,191.88,191.88,82.87,106.98,0.32,1.71,187.87,2.70,0.45,0.86,-0.00,3.92,55.28,12.11,13.59,0.52,106.37,2991580,242427.9802,85606.89637,32586.113,2.602
Kuwait,2011,195.68,195.67,86.25,107.20,0.33,1.90,191.29,3.02,0.46,0.89,-0.00,5.42,59.09,13.55,11.55,0.54,106.56,3124705,257709.4514,91003.13537,32522.803,1.373
Latvia,1990,26.53,26.53,18.93,3.77,3.82,0.01,19.33,0.31,6.03,0.86,0.00,1.70,9.75,2.54,3.09,3.68,0.27,2663151,36270.99459,14395.61087,7854.389,NA
Latvia,1991,24.16,24.16,17.33,3.45,3.36,0.02,17.74,0.30,5.29,0.84,0.00,0.73,8.75,1.83,2.80,4.10,0.26,2650581,31702.58237,12582.45175,7399.56,NA
Latvia,1992,19.98,10.45,13.92,3.12,2.91,0.03,14.39,0.23,4.55,0.81,-9.53,0.64,7.00,1.57,2.46,3.10,0.25,2614338,21520.16612,8541.148118,6105.549,1.587
Latvia,1993,17.09,7.50,11.80,2.80,2.45,0.03,12.30,0.19,3.82,0.78,-9.58,0.74,5.26,1.56,2.29,2.95,0.24,2563290,20447.82058,8115.544429,5276.916,0.401
Latvia,1994,14.71,5.07,10.19,2.48,2.00,0.04,10.72,0.17,3.08,0.75,-9.64,0.95,4.42,1.42,2.12,2.53,0.23,2520742,20895.60981,8293.267693,4774.193,0.689
Latvia,1995,12.70,3.00,8.95,2.15,1.54,0.05,9.47,0.16,2.35,0.72,-9.69,0.55,4.06,1.35,2.02,1.82,0.22,2485056,20698.19631,8214.916165,4596.323,1.626
Latvia,1996,12.75,3.01,9.05,2.11,1.52,0.07,9.49,0.24,2.28,0.74,-9.75,0.40,4.27,1.23,1.99,1.79,0.21,2457222,21482.84508,8526.335754,4521.248,-0.411
Latvia,1997,12.15,2.34,8.49,2.07,1.50,0.09,8.96,0.22,2.22,0.77,-9.81,0.32,3.79,1.40,1.98,1.59,0.20,2432851,23262.22413,9232.554282,4431.078,0.766
Latvia,1998,11.79,1.93,8.17,2.03,1.48,0.11,8.53,0.30,2.16,0.79,-9.86,0.14,3.64,1.30,1.96,1.45,0.19,2410019,24360.84719,9668.58727,4328.83,0.657
Latvia,1999,10.96,1.04,7.38,1.98,1.46,0.14,7.90,0.14,2.09,0.81,-9.92,0.12,3.21,1.18,1.92,1.42,0.18,2390482,25505.58487,10122.92271,3977.559,1.562
Latvia,2000,10.36,0.38,6.82,1.94,1.44,0.16,7.32,0.16,2.03,0.84,-9.98,0.10,2.69,1.03,2.13,1.30,0.17,2367550,27269.01839,10822.81261,3831.785,2.022
Latvia,2001,10.86,8.88,7.23,1.95,1.48,0.20,7.75,0.20,2.07,0.84,-1.97,0.69,2.60,1.00,2.52,1.47,0.16,2337170,29462.40155,11693.3454,4111.458,1.83
Latvia,2002,11.07,9.09,7.35,1.97,1.52,0.23,7.75,0.37,2.10,0.85,-1.97,0.72,2.47,1.05,2.60,1.47,0.16,2310173,31369.36208,12450.1998,4073.43,1.73
Latvia,2003,11.39,9.37,7.59,1.98,1.56,0.27,7.96,0.42,2.14,0.85,-2.03,0.71,2.42,1.09,2.74,1.56,0.15,2287955,33626.68234,13346.10862,4324.13,0.253
Latvia,2004,11.50,9.44,7.60,1.99,1.59,0.31,7.99,0.46,2.18,0.86,-2.06,0.77,2.21,1.11,2.88,1.64,0.15,2263122,36544.73771,14504.25689,4438.219,1.027
Latvia,2005,11.70,9.61,7.71,2.00,1.63,0.35,8.12,0.49,2.22,0.87,-2.09,0.98,2.19,1.13,3.01,1.64,0.15,2238799,40418.81326,16041.84043,4528.115,1.355
Latvia,2006,12.20,-2.48,8.16,2.01,1.64,0.39,8.57,0.54,2.23,0.86,-14.68,0.81,2.22,1.18,3.32,1.71,0.15,2218357,45363.34028,18004.27591,4688.325,1.087
Latvia,2007,12.58,-2.22,8.49,2.01,1.65,0.44,8.89,0.59,2.23,0.86,-14.80,0.80,2.09,1.19,3.75,1.71,0.15,2200325,49889.51807,19800.67259,4796.299,2.206
Latvia,2008,12.21,-2.70,8.06,2.01,1.65,0.48,8.47,0.64,2.24,0.86,-14.91,0.94,2.04,1.09,3.55,1.64,0.15,2177322,47772.4301,18960.42062,4586.232,2.403
Latvia,2009,11.69,-3.34,7.49,2.02,1.66,0.53,7.73,0.85,2.25,0.86,-15.03,1.16,1.97,0.89,3.10,1.62,0.15,2141669,39194.89321,15556.07826,4402.896,1.524
Latvia,2010,12.90,-2.25,8.64,2.02,1.67,0.57,8.66,1.12,2.26,0.86,-15.15,1.14,2.36,1.18,3.17,1.79,0.16,2097555,39060.25735,15502.64258,4644.115,0.704
Latvia,2011,11.89,-3.26,7.58,2.02,1.67,0.62,8.17,0.00,2.26,0.85,-15.15,1.02,2.17,1.02,3.07,1.75,0.16,2059709,41130.45099,16324.28264,4370.979,1.151
Lebanon,1990,8.09,8.09,5.91,1.10,1.08,0.01,5.54,0.45,1.15,0.94,-0.00,0.16,2.77,0.32,1.84,0.60,0.01,2703019,22175.95515,9509.124871,1953.895,0.059
Lebanon,1991,9.55,9.54,7.33,1.13,1.08,0.01,6.98,0.45,1.14,0.97,-0.00,0.27,3.14,0.55,2.31,0.97,0.01,2752473,30647.32726,13141.678,2418.332,0.411
Lebanon,1992,9.89,9.89,7.64,1.17,1.07,0.01,7.00,0.76,1.13,1.01,-0.00,0.37,2.59,0.40,3.20,0.80,0.01,2821868,32026.43767,13733.04523,2450.988,-1.017
Lebanon,1993,13.92,13.92,11.63,1.21,1.07,0.01,10.25,1.51,1.12,1.04,-0.00,0.41,3.16,0.70,3.73,2.66,0.00,2900862,34267.63692,14694.07908,3511.291,-0.433
Lebanon,1994,15.20,15.19,12.88,1.24,1.06,0.01,11.27,1.73,1.11,1.08,-0.00,0.50,3.49,1.15,3.50,3.13,0.00,2974647,37010.12664,15870.06798,3847.386,1.048
Lebanon,1995,16.96,16.96,14.61,1.28,1.05,0.02,12.96,1.78,1.10,1.11,-0.00,0.70,3.58,1.52,4.14,3.72,0.00,3033406,39428.71829,16907.1683,4410.545,0.044
Lebanon,1996,17.70,17.70,15.22,1.40,1.05,0.03,13.60,1.77,1.09,1.24,-0.00,0.38,4.92,1.34,4.29,3.05,0.00,3070984,41453.97594,17775.60565,4651.673,0.39
Lebanon,1997,19.28,19.28,16.68,1.51,1.05,0.04,15.43,1.39,1.09,1.36,-0.00,0.38,5.87,1.56,4.13,3.87,0.00,3092718,40506.01218,17369.11557,5252.337,-0.103
Lebanon,1998,19.41,19.41,16.68,1.62,1.05,0.05,15.14,1.70,1.08,1.48,-0.00,0.39,7.97,1.24,4.41,1.52,0.00,3114014,41961.24871,17993.12594,5161.483,1.001
Lebanon,1999,20.02,20.02,17.17,1.74,1.05,0.06,15.92,1.42,1.07,1.61,-0.00,0.45,8.10,1.74,4.20,1.88,0.00,3156706,41771.13309,17911.60371,5400.088,1.1
Lebanon,2000,18.50,18.49,15.52,1.85,1.05,0.08,14.22,1.48,1.07,1.73,-0.00,0.45,7.20,1.40,3.96,1.66,0.00,3235380,42332.56491,18152.34758,4907.333,0.544
Lebanon,2001,19.75,19.75,16.75,1.86,1.03,0.10,15.40,1.54,1.05,1.74,-0.00,0.45,7.62,1.96,3.70,2.12,0.00,3357600,44006.18969,18870.00357,5258.142,1.146
Lebanon,2002,19.70,19.70,16.68,1.87,1.02,0.13,15.37,1.55,1.04,1.75,-0.00,0.45,8.52,1.37,3.71,1.77,0.00,3515604,45490.9042,19506.6542,5220.299,0.833
Lebanon,2003,20.11,20.11,17.07,1.88,1.01,0.15,15.22,2.09,1.03,1.76,0.00,0.46,8.54,1.69,3.95,1.04,0.00,3690110,46963.62236,20138.16075,5220.432,0.626
Lebanon,2004,20.52,20.52,17.46,1.89,1.00,0.17,15.35,2.37,1.01,1.77,0.00,0.46,7.47,1.98,3.96,1.94,0.00,3853582,50475.93884,21644.25398,5270.536,0.647
Lebanon,2005,19.86,19.86,16.77,1.90,0.98,0.20,14.60,2.49,1.00,1.78,0.00,0.52,7.35,1.90,4.00,1.35,0.00,3986865,50980.69822,21860.69652,5023.246,0.28
Lebanon,2006,18.48,18.43,15.32,1.92,0.99,0.25,13.76,1.92,1.01,1.80,-0.05,0.39,8.20,0.84,3.85,0.87,0.00,4079823,51286.88228,21991.98928,4773.651,0.72
Lebanon,2007,17.22,17.17,13.98,1.94,1.00,0.30,12.11,2.27,1.01,1.82,-0.05,0.47,7.99,0.64,3.03,0.45,0.00,4139813,55133.83562,23641.57593,4205.685,0.728
Lebanon,2008,21.26,21.21,17.95,1.96,1.00,0.35,15.93,2.47,1.02,1.84,-0.05,0.60,9.55,1.08,4.40,0.90,0.00,4186088,60246.12501,25833.74299,5425.674,0.989
Lebanon,2009,25.18,25.12,21.78,1.98,1.01,0.40,19.42,2.84,1.02,1.86,-0.05,0.62,9.86,1.29,5.06,3.21,0.00,4246924,65367.04564,28029.61114,6651.932,0.844
Lebanon,2010,24.40,24.35,20.93,2.00,1.02,0.46,18.44,3.06,1.03,1.89,-0.05,0.78,11.14,1.03,5.00,1.27,0.00,4341092,69942.73883,29991.68392,6382.29,2.353
Lebanon,2011,22.04,21.99,18.49,2.01,1.02,0.52,18.59,0.00,1.04,1.89,-0.05,0.79,11.56,1.22,5.01,0.80,0.00,4382790,72041.9306,30891.82448,6349.441,0.663
Liberia,1990,1.26,16.25,0.48,0.61,0.16,0.00,0.00,0.03,0.35,0.42,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2102877,1056.762062,372.3640975,NA,0.581
Liberia,1991,1.04,16.03,0.29,0.59,0.16,0.00,0.00,0.00,0.34,0.41,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2066060,906.4354211,319.3945161,NA,0.52
Liberia,1992,1.02,16.02,0.29,0.58,0.16,0.00,0.00,0.00,0.32,0.41,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2028672,588.40638,207.3327748,NA,0.246
Liberia,1993,1.03,16.03,0.32,0.56,0.15,0.00,0.00,0.00,0.31,0.40,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2006349,394.3770726,138.9639806,NA,0.529
Liberia,1994,1.01,16.01,0.32,0.54,0.15,0.00,0.00,0.00,0.30,0.39,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2019148,308.5513545,108.722153,NA,0.533
Liberia,1995,1.01,16.00,0.33,0.53,0.14,0.00,0.00,0.01,0.29,0.38,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2079921,295.3879008,104.0838359,NA,0.653
Liberia,1996,1.05,16.05,0.34,0.55,0.15,0.00,0.00,0.01,0.31,0.40,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2197801,331.1924949,116.7000585,NA,0.587
Liberia,1997,1.10,16.10,0.36,0.58,0.16,0.00,0.00,0.01,0.33,0.42,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2365290,683.1832465,240.728658,NA,0.972
Liberia,1998,1.17,16.17,0.39,0.61,0.17,0.01,0.00,0.01,0.34,0.43,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2558085,886.0886392,312.2250582,NA,1.297
Liberia,1999,1.23,16.22,0.41,0.63,0.18,0.01,0.00,0.01,0.36,0.45,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2741755,1089.002962,383.7246052,NA,0.781
Liberia,2000,1.29,16.29,0.44,0.66,0.19,0.01,0.00,0.05,0.38,0.47,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2891968,1368.87671,482.3418242,NA,0.56
Liberia,2001,1.36,16.36,0.50,0.67,0.18,0.01,0.00,0.04,0.37,0.48,14.99,0.00,0.00,0.00,0.00,0.00,0.00,2998770,1671.341698,588.9193654,NA,0.513
Liberia,2002,1.37,16.36,0.50,0.67,0.18,0.01,0.00,0.04,0.36,0.49,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3070673,2204.375596,776.7409133,NA,0.875
Liberia,2003,1.40,16.40,0.53,0.68,0.17,0.02,0.00,0.03,0.35,0.51,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3124222,1480.632542,521.7204705,NA,0.938
Liberia,2004,1.50,16.49,0.63,0.69,0.17,0.02,0.00,0.08,0.33,0.52,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3184643,1404.975304,495.0616414,NA,0.911
Liberia,2005,1.62,16.61,0.74,0.69,0.16,0.02,0.00,0.10,0.32,0.53,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3269786,1538.185452,542,NA,1.108
Liberia,2006,1.68,16.67,0.76,0.72,0.17,0.03,0.00,0.10,0.33,0.56,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3384791,1688.609843,595.0040247,NA,1.119
Liberia,2007,1.64,16.63,0.68,0.76,0.18,0.03,0.00,0.11,0.35,0.58,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3522294,1953.519625,688.3484921,NA,1.041
Liberia,2008,1.58,16.57,0.58,0.79,0.18,0.03,0.00,0.08,0.36,0.61,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3672714,2159.248543,760.8397991,NA,1.131
Liberia,2009,1.57,16.57,0.53,0.82,0.19,0.04,0.00,0.07,0.38,0.63,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3821440,2456.395577,865.54348890000006,NA,1.365
